               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.052917,            0.030319,            0.015871,             0.68167,                0.55,              0.5715,             0.31111,            0.052639,            0.015309,            0.010073,           0.0069706,           0.0069706,           0.0069706
                 155,            0.053399,            0.023982,            0.014123,             0.68247,             0.58352,             0.53615,             0.21265,             0.05549,            0.015245,           0.0098244,           0.0069508,           0.0069508,           0.0069508
                 156,            0.058185,            0.026067,            0.015261,             0.68247,             0.58352,             0.53615,             0.21265,             0.05549,            0.015245,           0.0098244,            0.006931,            0.006931,            0.006931
                 157,            0.055424,            0.024071,             0.01496,             0.68247,             0.58352,             0.53615,             0.21265,             0.05549,            0.015245,           0.0098244,           0.0069112,           0.0069112,           0.0069112
                 158,            0.056272,            0.031664,            0.015184,             0.68247,             0.58352,             0.53615,             0.21265,             0.05549,            0.015245,           0.0098244,           0.0068914,           0.0068914,           0.0068914
                 159,            0.055812,            0.023421,            0.017192,             0.69098,             0.61063,             0.67264,             0.38843,             0.04585,            0.015338,           0.0094068,           0.0068716,           0.0068716,           0.0068716
                 160,            0.047675,            0.024243,            0.013332,             0.69098,             0.61063,             0.67264,             0.38843,             0.04585,            0.015338,           0.0094068,           0.0068518,           0.0068518,           0.0068518
                 161,            0.053418,            0.028849,            0.015166,             0.69098,             0.61063,             0.67264,             0.38843,             0.04585,            0.015338,           0.0094068,            0.006832,            0.006832,            0.006832
                 162,            0.055142,            0.036268,            0.017304,             0.69098,             0.61063,             0.67264,             0.38843,             0.04585,            0.015338,           0.0094068,           0.0068122,           0.0068122,           0.0068122
                 163,            0.053872,            0.023796,            0.014951,             0.55336,                 0.6,             0.60842,             0.33423,            0.049078,            0.015359,           0.0091032,           0.0067924,           0.0067924,           0.0067924
                 164,            0.055659,            0.024339,            0.013417,             0.55336,                 0.6,             0.60842,             0.33423,            0.049078,            0.015359,           0.0091032,           0.0067726,           0.0067726,           0.0067726
                 165,            0.052869,            0.026116,            0.013426,             0.55336,                 0.6,             0.60842,             0.33423,            0.049078,            0.015359,           0.0091032,           0.0067528,           0.0067528,           0.0067528
                 166,            0.054841,            0.025403,            0.013758,             0.55336,                 0.6,             0.60842,             0.33423,            0.049078,            0.015359,           0.0091032,            0.006733,            0.006733,            0.006733
                 167,            0.056011,            0.029309,            0.015159,             0.63349,             0.66679,             0.61292,             0.27186,            0.048401,            0.015099,           0.0088329,           0.0067132,           0.0067132,           0.0067132
                 168,            0.050512,             0.02671,             0.01425,             0.63349,             0.66679,             0.61292,             0.27186,            0.048401,            0.015099,           0.0088329,           0.0066934,           0.0066934,           0.0066934
                 169,            0.057464,            0.024503,            0.015703,             0.63349,             0.66679,             0.61292,             0.27186,            0.048401,            0.015099,           0.0088329,           0.0066736,           0.0066736,           0.0066736
                 170,            0.054732,            0.026101,            0.015788,             0.63349,             0.66679,             0.61292,             0.27186,            0.048401,            0.015099,           0.0088329,           0.0066538,           0.0066538,           0.0066538
                 171,            0.054169,            0.025682,            0.014822,             0.57858,                 0.6,             0.55151,             0.26435,            0.050236,            0.015051,           0.0085958,            0.006634,            0.006634,            0.006634
                 172,            0.056652,            0.023398,            0.016677,             0.57858,                 0.6,             0.55151,             0.26435,            0.050236,            0.015051,           0.0085958,           0.0066142,           0.0066142,           0.0066142
                 173,            0.053891,            0.025189,             0.01262,             0.57858,                 0.6,             0.55151,             0.26435,            0.050236,            0.015051,           0.0085958,           0.0065944,           0.0065944,           0.0065944
                 174,             0.05322,            0.027672,            0.013559,             0.57858,                 0.6,             0.55151,             0.26435,            0.050236,            0.015051,           0.0085958,           0.0065746,           0.0065746,           0.0065746
                 175,             0.05691,            0.029994,            0.015327,             0.83185,                 0.7,             0.69828,             0.31075,            0.047575,            0.014856,            0.008358,           0.0065548,           0.0065548,           0.0065548
                 176,            0.051124,            0.028159,            0.013028,             0.83185,                 0.7,             0.69828,             0.31075,            0.047575,            0.014856,            0.008358,            0.006535,            0.006535,            0.006535
                 177,             0.04919,             0.02465,             0.01142,             0.83185,                 0.7,             0.69828,             0.31075,            0.047575,            0.014856,            0.008358,           0.0065152,           0.0065152,           0.0065152
                 178,            0.047033,            0.029999,            0.012765,             0.83185,                 0.7,             0.69828,             0.31075,            0.047575,            0.014856,            0.008358,           0.0064954,           0.0064954,           0.0064954
                 179,            0.049014,            0.031061,             0.01278,             0.74205,             0.68393,             0.62062,             0.29758,            0.047845,            0.014932,           0.0081821,           0.0064756,           0.0064756,           0.0064756
                 180,            0.051985,            0.020985,            0.013948,             0.74205,             0.68393,             0.62062,             0.29758,            0.047845,            0.014932,           0.0081821,           0.0064558,           0.0064558,           0.0064558
                 181,            0.053767,            0.030797,            0.014968,             0.74205,             0.68393,             0.62062,             0.29758,            0.047845,            0.014932,           0.0081821,            0.006436,            0.006436,            0.006436
                 182,             0.05278,             0.02661,            0.013188,             0.74205,             0.68393,             0.62062,             0.29758,            0.047845,            0.014932,           0.0081821,           0.0064162,           0.0064162,           0.0064162
                 183,            0.049619,            0.026352,            0.012357,             0.84534,                 0.7,             0.68659,              0.3658,            0.045539,            0.014833,           0.0080039,           0.0063964,           0.0063964,           0.0063964
                 184,              0.0523,            0.023593,            0.013644,             0.84534,                 0.7,             0.68659,              0.3658,            0.045539,            0.014833,           0.0080039,           0.0063766,           0.0063766,           0.0063766
                 185,            0.051493,            0.025132,            0.012426,             0.84534,                 0.7,             0.68659,              0.3658,            0.045539,            0.014833,           0.0080039,           0.0063568,           0.0063568,           0.0063568
                 186,            0.050215,            0.025599,            0.011825,             0.84534,                 0.7,             0.68659,              0.3658,            0.045539,            0.014833,           0.0080039,            0.006337,            0.006337,            0.006337
                 187,            0.049657,            0.029131,            0.012206,             0.73135,             0.66875,             0.62908,             0.32314,            0.046391,            0.014925,            0.007857,           0.0063172,           0.0063172,           0.0063172
                 188,            0.053097,            0.025183,            0.013081,             0.73135,             0.66875,             0.62908,             0.32314,            0.046391,            0.014925,            0.007857,           0.0062974,           0.0062974,           0.0062974
                 189,             0.05352,            0.023994,            0.013132,             0.73135,             0.66875,             0.62908,             0.32314,            0.046391,            0.014925,            0.007857,           0.0062776,           0.0062776,           0.0062776
                 190,            0.051966,            0.024774,            0.013628,             0.73135,             0.66875,             0.62908,             0.32314,            0.046391,            0.014925,            0.007857,           0.0062578,           0.0062578,           0.0062578
                 191,            0.051905,            0.024603,            0.011956,             0.67301,                0.75,             0.63078,             0.29321,            0.047179,            0.014794,           0.0076772,            0.006238,            0.006238,            0.006238
                 192,             0.05253,            0.027288,            0.013524,             0.67301,                0.75,             0.63078,             0.29321,            0.047179,            0.014794,           0.0076772,           0.0062182,           0.0062182,           0.0062182
                 193,            0.052388,             0.02344,            0.014108,             0.67301,                0.75,             0.63078,             0.29321,            0.047179,            0.014794,           0.0076772,           0.0061984,           0.0061984,           0.0061984
                 194,              0.0501,            0.023736,            0.013955,             0.67301,                0.75,             0.63078,             0.29321,            0.047179,            0.014794,           0.0076772,           0.0061786,           0.0061786,           0.0061786
                 195,            0.049816,            0.019769,           0.0088273,             0.72694,             0.71875,             0.63382,             0.31057,             0.04907,             0.01453,           0.0075318,           0.0061588,           0.0061588,           0.0061588
                 196,            0.051691,            0.028622,            0.012406,             0.72694,             0.71875,             0.63382,             0.31057,             0.04907,             0.01453,           0.0075318,            0.006139,            0.006139,            0.006139
                 197,            0.052426,            0.021621,            0.011365,             0.72694,             0.71875,             0.63382,             0.31057,             0.04907,             0.01453,           0.0075318,           0.0061192,           0.0061192,           0.0061192
                 198,            0.051394,            0.024693,            0.011287,             0.72694,             0.71875,             0.63382,             0.31057,             0.04907,             0.01453,           0.0075318,           0.0060994,           0.0060994,           0.0060994
                 199,            0.048385,            0.023915,            0.011053,             0.84729,                0.75,             0.73224,             0.38201,            0.044183,            0.014511,           0.0073769,           0.0060796,           0.0060796,           0.0060796
                 200,            0.044632,            0.022445,            0.011813,             0.84729,                0.75,             0.73224,             0.38201,            0.044183,            0.014511,           0.0073769,           0.0060598,           0.0060598,           0.0060598
                 201,            0.049564,            0.024906,            0.013739,             0.84729,                0.75,             0.73224,             0.38201,            0.044183,            0.014511,           0.0073769,             0.00604,             0.00604,             0.00604
                 202,            0.053764,            0.023971,            0.016395,             0.84729,                0.75,             0.73224,             0.38201,            0.044183,            0.014511,           0.0073769,           0.0060202,           0.0060202,           0.0060202
                 203,             0.04869,            0.019187,            0.011218,             0.77066,             0.59375,             0.64336,             0.31829,            0.053754,            0.014425,           0.0072561,           0.0060004,           0.0060004,           0.0060004
                 204,            0.049103,            0.023817,            0.011875,             0.77066,             0.59375,             0.64336,             0.31829,            0.053754,            0.014425,           0.0072561,           0.0059806,           0.0059806,           0.0059806
                 205,            0.056924,            0.025652,            0.014373,             0.77066,             0.59375,             0.64336,             0.31829,            0.053754,            0.014425,           0.0072561,           0.0059608,           0.0059608,           0.0059608
                 206,            0.053539,            0.030017,             0.01171,             0.77066,             0.59375,             0.64336,             0.31829,            0.053754,            0.014425,           0.0072561,            0.005941,            0.005941,            0.005941
                 207,            0.050894,            0.023021,             0.01283,             0.86443,             0.59375,             0.67603,             0.38084,            0.047937,            0.014187,           0.0071091,           0.0059212,           0.0059212,           0.0059212
                 208,            0.050077,            0.027808,            0.011453,             0.86443,             0.59375,             0.67603,             0.38084,            0.047937,            0.014187,           0.0071091,           0.0059014,           0.0059014,           0.0059014
                 209,            0.047417,            0.023667,           0.0097033,             0.86443,             0.59375,             0.67603,             0.38084,            0.047937,            0.014187,           0.0071091,           0.0058816,           0.0058816,           0.0058816
                 210,            0.047293,            0.028272,            0.012894,             0.86443,             0.59375,             0.67603,             0.38084,            0.047937,            0.014187,           0.0071091,           0.0058618,           0.0058618,           0.0058618
                 211,            0.049113,            0.028167,            0.011242,             0.64416,              0.7298,             0.61023,             0.31296,             0.04643,            0.014337,           0.0069689,            0.005842,            0.005842,            0.005842
                 212,            0.055772,            0.021739,            0.010736,             0.64416,              0.7298,             0.61023,             0.31296,             0.04643,            0.014337,           0.0069689,           0.0058222,           0.0058222,           0.0058222
                 213,             0.05839,            0.022514,            0.011541,             0.64416,              0.7298,             0.61023,             0.31296,             0.04643,            0.014337,           0.0069689,           0.0058024,           0.0058024,           0.0058024
                 214,            0.052961,            0.024871,            0.011603,             0.64416,              0.7298,             0.61023,             0.31296,             0.04643,            0.014337,           0.0069689,           0.0057826,           0.0057826,           0.0057826
                 215,            0.050638,            0.023918,           0.0092781,             0.73335,             0.70001,             0.69796,              0.3658,            0.045152,            0.014083,           0.0068756,           0.0057628,           0.0057628,           0.0057628
                 216,            0.049718,            0.024978,            0.012745,             0.73335,             0.70001,             0.69796,              0.3658,            0.045152,            0.014083,           0.0068756,            0.005743,            0.005743,            0.005743
                 217,            0.054589,            0.025798,             0.01136,             0.73335,             0.70001,             0.69796,              0.3658,            0.045152,            0.014083,           0.0068756,           0.0057232,           0.0057232,           0.0057232
                 218,            0.044613,            0.020643,           0.0095681,             0.73335,             0.70001,             0.69796,              0.3658,            0.045152,            0.014083,           0.0068756,           0.0057034,           0.0057034,           0.0057034
                 219,            0.055724,            0.027055,            0.014303,              0.8276,             0.71875,             0.65562,             0.23939,            0.051915,            0.014015,           0.0067935,           0.0056836,           0.0056836,           0.0056836
                 220,            0.049979,            0.025888,            0.013012,              0.8276,             0.71875,             0.65562,             0.23939,            0.051915,            0.014015,           0.0067935,           0.0056638,           0.0056638,           0.0056638
                 221,            0.051102,            0.021268,            0.010709,              0.8276,             0.71875,             0.65562,             0.23939,            0.051915,            0.014015,           0.0067935,            0.005644,            0.005644,            0.005644
                 222,            0.056246,            0.026769,            0.010516,              0.8276,             0.71875,             0.65562,             0.23939,            0.051915,            0.014015,           0.0067935,           0.0056242,           0.0056242,           0.0056242
                 223,            0.052142,             0.02327,           0.0098758,             0.82916,             0.71273,             0.74996,             0.42032,            0.040927,            0.013921,           0.0066797,           0.0056044,           0.0056044,           0.0056044
                 224,            0.048275,            0.024602,           0.0095614,             0.82916,             0.71273,             0.74996,             0.42032,            0.040927,            0.013921,           0.0066797,           0.0055846,           0.0055846,           0.0055846
                 225,            0.053372,            0.027469,             0.01298,             0.82916,             0.71273,             0.74996,             0.42032,            0.040927,            0.013921,           0.0066797,           0.0055648,           0.0055648,           0.0055648
                 226,            0.047105,            0.020469,           0.0096436,             0.82916,             0.71273,             0.74996,             0.42032,            0.040927,            0.013921,           0.0066797,            0.005545,            0.005545,            0.005545
                 227,            0.054302,            0.022374,            0.014223,             0.85723,             0.72283,             0.69972,             0.42811,            0.041979,            0.013833,           0.0066099,           0.0055252,           0.0055252,           0.0055252
                 228,            0.047858,            0.022091,            0.011171,             0.85723,             0.72283,             0.69972,             0.42811,            0.041979,            0.013833,           0.0066099,           0.0055054,           0.0055054,           0.0055054
                 229,            0.046365,            0.020566,            0.010285,             0.85723,             0.72283,             0.69972,             0.42811,            0.041979,            0.013833,           0.0066099,           0.0054856,           0.0054856,           0.0054856
                 230,             0.04324,            0.022151,            0.011412,             0.85723,             0.72283,             0.69972,             0.42811,            0.041979,            0.013833,           0.0066099,           0.0054658,           0.0054658,           0.0054658
                 231,            0.048258,            0.030497,            0.010368,             0.76845,             0.66806,             0.67764,             0.34507,            0.043709,            0.013746,           0.0065178,            0.005446,            0.005446,            0.005446
                 232,            0.054785,            0.023417,            0.012277,             0.76845,             0.66806,             0.67764,             0.34507,            0.043709,            0.013746,           0.0065178,           0.0054262,           0.0054262,           0.0054262
                 233,            0.052678,              0.0265,            0.010909,             0.76845,             0.66806,             0.67764,             0.34507,            0.043709,            0.013746,           0.0065178,           0.0054064,           0.0054064,           0.0054064
                 234,            0.055274,            0.025762,            0.011804,             0.76845,             0.66806,             0.67764,             0.34507,            0.043709,            0.013746,           0.0065178,           0.0053866,           0.0053866,           0.0053866
                 235,            0.052111,            0.023329,            0.010241,             0.91015,             0.67931,             0.72716,             0.34334,            0.044535,            0.013641,           0.0065183,           0.0053668,           0.0053668,           0.0053668
                 236,            0.043512,            0.020836,            0.010785,             0.91015,             0.67931,             0.72716,             0.34334,            0.044535,            0.013641,           0.0065183,            0.005347,            0.005347,            0.005347
                 237,            0.045345,            0.019938,            0.008212,             0.91015,             0.67931,             0.72716,             0.34334,            0.044535,            0.013641,           0.0065183,           0.0053272,           0.0053272,           0.0053272
                 238,            0.049338,            0.022787,            0.010329,             0.91015,             0.67931,             0.72716,             0.34334,            0.044535,            0.013641,           0.0065183,           0.0053074,           0.0053074,           0.0053074
                 239,            0.046228,            0.026548,           0.0086981,             0.89961,             0.66875,             0.72077,             0.47735,            0.036931,            0.013691,           0.0064517,           0.0052876,           0.0052876,           0.0052876
                 240,            0.042618,            0.026342,           0.0083458,             0.89961,             0.66875,             0.72077,             0.47735,            0.036931,            0.013691,           0.0064517,           0.0052678,           0.0052678,           0.0052678
                 241,            0.047897,            0.025928,           0.0091465,             0.89961,             0.66875,             0.72077,             0.47735,            0.036931,            0.013691,           0.0064517,            0.005248,            0.005248,            0.005248
                 242,            0.046253,            0.030076,            0.009552,             0.89961,             0.66875,             0.72077,             0.47735,            0.036931,            0.013691,           0.0064517,           0.0052282,           0.0052282,           0.0052282
                 243,            0.048516,            0.021671,           0.0094512,             0.91019,             0.72535,             0.75389,             0.38019,            0.043866,            0.013744,           0.0063689,           0.0052084,           0.0052084,           0.0052084
                 244,            0.048626,            0.022836,           0.0096752,             0.91019,             0.72535,             0.75389,             0.38019,            0.043866,            0.013744,           0.0063689,           0.0051886,           0.0051886,           0.0051886
                 245,            0.042428,             0.02304,           0.0078411,             0.91019,             0.72535,             0.75389,             0.38019,            0.043866,            0.013744,           0.0063689,           0.0051688,           0.0051688,           0.0051688
                 246,            0.048084,            0.029462,           0.0097511,             0.91019,             0.72535,             0.75389,             0.38019,            0.043866,            0.013744,           0.0063689,            0.005149,            0.005149,            0.005149
                 247,            0.044331,            0.020816,           0.0093393,             0.93172,             0.71555,             0.75226,             0.46654,            0.037317,            0.013584,           0.0062644,           0.0051292,           0.0051292,           0.0051292
                 248,            0.043704,            0.025089,            0.010686,             0.93172,             0.71555,             0.75226,             0.46654,            0.037317,            0.013584,           0.0062644,           0.0051094,           0.0051094,           0.0051094
                 249,            0.043984,            0.023049,            0.011892,             0.93172,             0.71555,             0.75226,             0.46654,            0.037317,            0.013584,           0.0062644,           0.0050896,           0.0050896,           0.0050896
                 250,            0.043392,            0.022801,            0.010427,             0.93172,             0.71555,             0.75226,             0.46654,            0.037317,            0.013584,           0.0062644,           0.0050698,           0.0050698,           0.0050698
                 251,            0.045135,            0.024222,            0.010726,             0.87013,             0.68971,             0.70579,             0.46979,            0.038202,            0.013608,           0.0061839,             0.00505,             0.00505,             0.00505
                 252,            0.046899,              0.0217,            0.011732,             0.87013,             0.68971,             0.70579,             0.46979,            0.038202,            0.013608,           0.0061839,           0.0050302,           0.0050302,           0.0050302
                 253,             0.04522,            0.025016,            0.010009,             0.87013,             0.68971,             0.70579,             0.46979,            0.038202,            0.013608,           0.0061839,           0.0050104,           0.0050104,           0.0050104
                 254,            0.042723,            0.027081,            0.008091,             0.87013,             0.68971,             0.70579,             0.46979,            0.038202,            0.013608,           0.0061839,           0.0049906,           0.0049906,           0.0049906
                 255,            0.039811,            0.021231,           0.0075575,             0.83604,             0.73752,             0.72585,             0.43579,            0.035732,            0.013523,           0.0061046,           0.0049708,           0.0049708,           0.0049708
                 256,            0.048126,            0.026734,            0.011008,             0.83604,             0.73752,             0.72585,             0.43579,            0.035732,            0.013523,           0.0061046,            0.004951,            0.004951,            0.004951
                 257,            0.044065,            0.021499,            0.011417,             0.83604,             0.73752,             0.72585,             0.43579,            0.035732,            0.013523,           0.0061046,           0.0049312,           0.0049312,           0.0049312
                 258,            0.048313,            0.023674,            0.010094,             0.83604,             0.73752,             0.72585,             0.43579,            0.035732,            0.013523,           0.0061046,           0.0049114,           0.0049114,           0.0049114
                 259,            0.053925,            0.019891,            0.012433,             0.90032,             0.74112,             0.75592,             0.38898,            0.043045,            0.013163,           0.0060697,           0.0048916,           0.0048916,           0.0048916
                 260,            0.043184,            0.020455,            0.011495,             0.90032,             0.74112,             0.75592,             0.38898,            0.043045,            0.013163,           0.0060697,           0.0048718,           0.0048718,           0.0048718
                 261,            0.045846,            0.019483,            0.010251,             0.90032,             0.74112,             0.75592,             0.38898,            0.043045,            0.013163,           0.0060697,            0.004852,            0.004852,            0.004852
                 262,            0.048563,            0.024355,           0.0092934,             0.90032,             0.74112,             0.75592,             0.38898,            0.043045,            0.013163,           0.0060697,           0.0048322,           0.0048322,           0.0048322
                 263,            0.043416,            0.021126,           0.0082004,              0.8584,             0.74779,             0.67418,             0.44908,            0.039345,            0.013185,            0.005973,           0.0048124,           0.0048124,           0.0048124
                 264,            0.044164,            0.027031,             0.01097,              0.8584,             0.74779,             0.67418,             0.44908,            0.039345,            0.013185,            0.005973,           0.0047926,           0.0047926,           0.0047926
                 265,            0.042717,            0.028005,           0.0089664,              0.8584,             0.74779,             0.67418,             0.44908,            0.039345,            0.013185,            0.005973,           0.0047728,           0.0047728,           0.0047728
                 266,            0.043167,            0.021377,           0.0083855,              0.8584,             0.74779,             0.67418,             0.44908,            0.039345,            0.013185,            0.005973,            0.004753,            0.004753,            0.004753
                 267,             0.04544,             0.02283,           0.0089439,             0.85858,             0.73206,             0.73833,             0.44808,            0.038585,            0.013001,            0.005918,           0.0047332,           0.0047332,           0.0047332
                 268,            0.053075,            0.015152,           0.0080464,             0.85858,             0.73206,             0.73833,             0.44808,            0.038585,            0.013001,            0.005918,           0.0047134,           0.0047134,           0.0047134
                 269,            0.043189,            0.017236,           0.0064651,             0.85858,             0.73206,             0.73833,             0.44808,            0.038585,            0.013001,            0.005918,           0.0046936,           0.0046936,           0.0046936
                 270,             0.04445,            0.025697,           0.0098352,             0.85858,             0.73206,             0.73833,             0.44808,            0.038585,            0.013001,            0.005918,           0.0046738,           0.0046738,           0.0046738
                 271,             0.04827,            0.020393,            0.010097,             0.76882,                0.75,             0.70726,             0.37769,            0.046008,            0.013374,           0.0059343,            0.004654,            0.004654,            0.004654
                 272,            0.054505,            0.025716,           0.0094654,             0.76882,                0.75,             0.70726,             0.37769,            0.046008,            0.013374,           0.0059343,           0.0046342,           0.0046342,           0.0046342
                 273,            0.051135,            0.026724,           0.0090238,             0.76882,                0.75,             0.70726,             0.37769,            0.046008,            0.013374,           0.0059343,           0.0046144,           0.0046144,           0.0046144
                 274,             0.04746,            0.022638,           0.0075648,             0.76882,                0.75,             0.70726,             0.37769,            0.046008,            0.013374,           0.0059343,           0.0045946,           0.0045946,           0.0045946
                 275,            0.052317,            0.021706,           0.0093831,             0.78692,                0.75,             0.73871,             0.41526,            0.044813,            0.013137,           0.0058367,           0.0045748,           0.0045748,           0.0045748
                 276,            0.045118,            0.026155,           0.0087019,             0.78692,                0.75,             0.73871,             0.41526,            0.044813,            0.013137,           0.0058367,            0.004555,            0.004555,            0.004555
                 277,            0.045004,            0.031169,            0.011257,             0.78692,                0.75,             0.73871,             0.41526,            0.044813,            0.013137,           0.0058367,           0.0045352,           0.0045352,           0.0045352
                 278,            0.046174,            0.022518,            0.010695,             0.78692,                0.75,             0.73871,             0.41526,            0.044813,            0.013137,           0.0058367,           0.0045154,           0.0045154,           0.0045154
                 279,            0.041758,            0.025796,           0.0083496,             0.81072,                0.75,             0.75176,             0.50475,            0.038616,            0.013129,           0.0057362,           0.0044956,           0.0044956,           0.0044956
                 280,             0.04238,            0.022169,           0.0094981,             0.81072,                0.75,             0.75176,             0.50475,            0.038616,            0.013129,           0.0057362,           0.0044758,           0.0044758,           0.0044758
                 281,            0.041626,            0.023327,           0.0089869,             0.81072,                0.75,             0.75176,             0.50475,            0.038616,            0.013129,           0.0057362,            0.004456,            0.004456,            0.004456
                 282,            0.044741,             0.02431,           0.0084471,             0.81072,                0.75,             0.75176,             0.50475,            0.038616,            0.013129,           0.0057362,           0.0044362,           0.0044362,           0.0044362
                 283,            0.040045,            0.024594,           0.0069208,             0.90438,             0.65625,              0.7347,             0.39697,            0.036775,            0.012987,           0.0056301,           0.0044164,           0.0044164,           0.0044164
                 284,            0.040642,            0.022282,           0.0077383,             0.90438,             0.65625,              0.7347,             0.39697,            0.036775,            0.012987,           0.0056301,           0.0043966,           0.0043966,           0.0043966
                 285,            0.040441,            0.023904,           0.0081288,             0.90438,             0.65625,              0.7347,             0.39697,            0.036775,            0.012987,           0.0056301,           0.0043768,           0.0043768,           0.0043768
                 286,            0.040495,            0.023141,           0.0087713,             0.90438,             0.65625,              0.7347,             0.39697,            0.036775,            0.012987,           0.0056301,            0.004357,            0.004357,            0.004357
                 287,            0.040668,            0.023987,           0.0076795,             0.79101,                0.75,             0.70929,             0.47667,            0.041271,            0.012814,           0.0055575,           0.0043372,           0.0043372,           0.0043372
                 288,             0.04653,            0.022071,            0.012062,             0.79101,                0.75,             0.70929,             0.47667,            0.041271,            0.012814,           0.0055575,           0.0043174,           0.0043174,           0.0043174
                 289,            0.043593,            0.025627,           0.0080754,             0.79101,                0.75,             0.70929,             0.47667,            0.041271,            0.012814,           0.0055575,           0.0042976,           0.0042976,           0.0042976
                 290,            0.043723,            0.023358,           0.0065477,             0.79101,                0.75,             0.70929,             0.47667,            0.041271,            0.012814,           0.0055575,           0.0042778,           0.0042778,           0.0042778
                 291,            0.047047,            0.021474,            0.010132,             0.87171,             0.67814,             0.76087,              0.4044,            0.040362,            0.012985,           0.0054866,            0.004258,            0.004258,            0.004258
                 292,            0.048534,            0.025202,           0.0099722,             0.87171,             0.67814,             0.76087,              0.4044,            0.040362,            0.012985,           0.0054866,           0.0042382,           0.0042382,           0.0042382
                 293,            0.044584,             0.02605,           0.0088529,             0.87171,             0.67814,             0.76087,              0.4044,            0.040362,            0.012985,           0.0054866,           0.0042184,           0.0042184,           0.0042184
                 294,              0.0498,            0.024238,           0.0094911,             0.87171,             0.67814,             0.76087,              0.4044,            0.040362,            0.012985,           0.0054866,           0.0041986,           0.0041986,           0.0041986
                 295,             0.04147,            0.020926,           0.0081326,              0.8472,                0.75,             0.73373,             0.45803,            0.034523,            0.012851,           0.0054259,           0.0041788,           0.0041788,           0.0041788
                 296,             0.04067,            0.022221,           0.0086356,              0.8472,                0.75,             0.73373,             0.45803,            0.034523,            0.012851,           0.0054259,            0.004159,            0.004159,            0.004159
                 297,            0.040756,            0.026966,            0.007206,              0.8472,                0.75,             0.73373,             0.45803,            0.034523,            0.012851,           0.0054259,           0.0041392,           0.0041392,           0.0041392
                 298,            0.041004,             0.02276,           0.0068032,              0.8472,                0.75,             0.73373,             0.45803,            0.034523,            0.012851,           0.0054259,           0.0041194,           0.0041194,           0.0041194
                 299,            0.039916,            0.026607,           0.0082213,             0.83857,                0.75,             0.70451,             0.39936,            0.039254,            0.012821,           0.0053341,           0.0040996,           0.0040996,           0.0040996
                 300,            0.046259,            0.024668,            0.009938,             0.83857,                0.75,             0.70451,             0.39936,            0.039254,            0.012821,           0.0053341,           0.0040798,           0.0040798,           0.0040798
                 301,            0.045719,             0.02691,           0.0094589,             0.83857,                0.75,             0.70451,             0.39936,            0.039254,            0.012821,           0.0053341,             0.00406,             0.00406,             0.00406
                 302,             0.04548,            0.021706,           0.0083405,             0.83857,                0.75,             0.70451,             0.39936,            0.039254,            0.012821,           0.0053341,           0.0040402,           0.0040402,           0.0040402
                 303,            0.049975,            0.021936,           0.0097968,             0.84836,                0.75,             0.71264,             0.44412,            0.033858,            0.012645,           0.0053003,           0.0040204,           0.0040204,           0.0040204
                 304,             0.03908,            0.027776,           0.0076552,             0.84836,                0.75,             0.71264,             0.44412,            0.033858,            0.012645,           0.0053003,           0.0040006,           0.0040006,           0.0040006
                 305,            0.037809,            0.025341,           0.0075019,             0.84836,                0.75,             0.71264,             0.44412,            0.033858,            0.012645,           0.0053003,           0.0039808,           0.0039808,           0.0039808
                 306,            0.041901,            0.025749,            0.011044,             0.84836,                0.75,             0.71264,             0.44412,            0.033858,            0.012645,           0.0053003,            0.003961,            0.003961,            0.003961
                 307,            0.043895,            0.022967,            0.011087,             0.88688,                0.75,              0.7673,             0.47379,            0.039113,            0.012659,           0.0053162,           0.0039412,           0.0039412,           0.0039412
                 308,            0.046027,            0.021387,            0.010763,             0.88688,                0.75,              0.7673,             0.47379,            0.039113,            0.012659,           0.0053162,           0.0039214,           0.0039214,           0.0039214
                 309,            0.039219,            0.024554,           0.0099365,             0.88688,                0.75,              0.7673,             0.47379,            0.039113,            0.012659,           0.0053162,           0.0039016,           0.0039016,           0.0039016
                 310,            0.043974,            0.021628,           0.0084791,             0.88688,                0.75,              0.7673,             0.47379,            0.039113,            0.012659,           0.0053162,           0.0038818,           0.0038818,           0.0038818
                 311,            0.043091,            0.024462,            0.007769,             0.92508,                0.75,             0.76805,             0.49608,             0.03498,            0.012592,            0.005259,            0.003862,            0.003862,            0.003862
                 312,            0.043907,            0.022736,           0.0084152,             0.92508,                0.75,             0.76805,             0.49608,             0.03498,            0.012592,            0.005259,           0.0038422,           0.0038422,           0.0038422
                 313,            0.042294,            0.022536,           0.0090538,             0.92508,                0.75,             0.76805,             0.49608,             0.03498,            0.012592,            0.005259,           0.0038224,           0.0038224,           0.0038224
                 314,            0.044905,            0.021862,            0.011687,             0.92508,                0.75,             0.76805,             0.49608,             0.03498,            0.012592,            0.005259,           0.0038026,           0.0038026,           0.0038026
                 315,            0.040619,            0.019146,           0.0065443,             0.90086,                0.75,             0.77229,             0.42654,            0.038966,            0.012793,           0.0052326,           0.0037828,           0.0037828,           0.0037828
